"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C02857V03435","Type of Procedure","C02076V02508","Age Group","UNIT","VALUE"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0400","Procedures on ear & mastoid process","535","55 - 64 years","Number","119"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0400","Procedures on ear & mastoid process","570","65 - 74 years","Number","94"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0400","Procedures on ear & mastoid process","600","75 - 84 years","Number","182"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0400","Procedures on ear & mastoid process","630","85 years and over","Number","199"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0400","Procedures on ear & mastoid process","-","All ages","Number","1016"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0401","Myringotomy","215","0 - 14 years","Number","31"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0401","Myringotomy","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0401","Myringotomy","415","25 - 34 years","Number","0"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0401","Myringotomy","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0401","Myringotomy","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0401","Myringotomy","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0401","Myringotomy","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0401","Myringotomy","600","75 - 84 years","Number","0"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0401","Myringotomy","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0401","Myringotomy","-","All ages","Number","84"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0402","Cochlear implantation","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0402","Cochlear implantation","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0402","Cochlear implantation","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0402","Cochlear implantation","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0402","Cochlear implantation","500","45 - 54 years","Number","9"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0402","Cochlear implantation","535","55 - 64 years","Number","19"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0402","Cochlear implantation","570","65 - 74 years","Number","9"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0402","Cochlear implantation","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0402","Cochlear implantation","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0402","Cochlear implantation","-","All ages","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0500","Procedures on nose, mouth & pharynx","215","0 - 14 years","Number","864"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0500","Procedures on nose, mouth & pharynx","310","15 - 24 years","Number","391"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0500","Procedures on nose, mouth & pharynx","415","25 - 34 years","Number","402"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0500","Procedures on nose, mouth & pharynx","465","35 - 44 years","Number","431"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0500","Procedures on nose, mouth & pharynx","500","45 - 54 years","Number","836"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0500","Procedures on nose, mouth & pharynx","535","55 - 64 years","Number","1585"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0500","Procedures on nose, mouth & pharynx","570","65 - 74 years","Number","2197"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0500","Procedures on nose, mouth & pharynx","600","75 - 84 years","Number","1647"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0500","Procedures on nose, mouth & pharynx","630","85 years and over","Number","530"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0500","Procedures on nose, mouth & pharynx","-","All ages","Number","8881"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0501","Tonsillectomy","215","0 - 14 years","Number","491"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0501","Tonsillectomy","310","15 - 24 years","Number","115"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0501","Tonsillectomy","415","25 - 34 years","Number","45"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0501","Tonsillectomy","465","35 - 44 years","Number","44"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0501","Tonsillectomy","500","45 - 54 years","Number","12"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0501","Tonsillectomy","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0501","Tonsillectomy","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0501","Tonsillectomy","600","75 - 84 years","Number","18"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0501","Tonsillectomy","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0501","Tonsillectomy","-","All ages","Number","764"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0600","Dental services","215","0 - 14 years","Number","267"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0600","Dental services","310","15 - 24 years","Number","60"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0600","Dental services","415","25 - 34 years","Number","115"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0600","Dental services","465","35 - 44 years","Number","203"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0600","Dental services","500","45 - 54 years","Number","49"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0600","Dental services","535","55 - 64 years","Number","212"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0600","Dental services","570","65 - 74 years","Number","379"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0600","Dental services","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0600","Dental services","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0600","Dental services","-","All ages","Number","1329"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0700","Procedures on respiratory system","215","0 - 14 years","Number","29741"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0700","Procedures on respiratory system","310","15 - 24 years","Number","2666"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0700","Procedures on respiratory system","415","25 - 34 years","Number","3970"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0700","Procedures on respiratory system","465","35 - 44 years","Number","7997"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0700","Procedures on respiratory system","500","45 - 54 years","Number","17005"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0700","Procedures on respiratory system","535","55 - 64 years","Number","27042"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0700","Procedures on respiratory system","570","65 - 74 years","Number","38935"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0700","Procedures on respiratory system","600","75 - 84 years","Number","29150"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0700","Procedures on respiratory system","630","85 years and over","Number","7295"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0700","Procedures on respiratory system","-","All ages","Number","163799"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0701","Diagnostic bronchoscopy with or without biopsy","215","0 - 14 years","Number","889"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0701","Diagnostic bronchoscopy with or without biopsy","310","15 - 24 years","Number","72"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0701","Diagnostic bronchoscopy with or without biopsy","415","25 - 34 years","Number","71"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0701","Diagnostic bronchoscopy with or without biopsy","465","35 - 44 years","Number","203"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0701","Diagnostic bronchoscopy with or without biopsy","500","45 - 54 years","Number","460"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0701","Diagnostic bronchoscopy with or without biopsy","535","55 - 64 years","Number","673"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0701","Diagnostic bronchoscopy with or without biopsy","570","65 - 74 years","Number","1323"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0701","Diagnostic bronchoscopy with or without biopsy","600","75 - 84 years","Number","980"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0701","Diagnostic bronchoscopy with or without biopsy","630","85 years and over","Number","160"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0701","Diagnostic bronchoscopy with or without biopsy","-","All ages","Number","4829"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0702","Pneumonectomy (Pulmectomy)","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0702","Pneumonectomy (Pulmectomy)","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0702","Pneumonectomy (Pulmectomy)","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0702","Pneumonectomy (Pulmectomy)","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0702","Pneumonectomy (Pulmectomy)","500","45 - 54 years","Number","98"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0702","Pneumonectomy (Pulmectomy)","535","55 - 64 years","Number","337"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0702","Pneumonectomy (Pulmectomy)","570","65 - 74 years","Number","881"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0702","Pneumonectomy (Pulmectomy)","600","75 - 84 years","Number","620"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0702","Pneumonectomy (Pulmectomy)","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0702","Pneumonectomy (Pulmectomy)","-","All ages","Number","2140"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0703","Lung transplantation","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0703","Lung transplantation","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0703","Lung transplantation","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0703","Lung transplantation","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0703","Lung transplantation","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0703","Lung transplantation","535","55 - 64 years","Number","302"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0703","Lung transplantation","570","65 - 74 years","Number","281"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0703","Lung transplantation","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0703","Lung transplantation","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0703","Lung transplantation","-","All ages","Number","764"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0800","Procedures on cardiovascular system","215","0 - 14 years","Number","5275"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0800","Procedures on cardiovascular system","310","15 - 24 years","Number","853"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0800","Procedures on cardiovascular system","415","25 - 34 years","Number","921"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0800","Procedures on cardiovascular system","465","35 - 44 years","Number","2935"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0800","Procedures on cardiovascular system","500","45 - 54 years","Number","8725"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0800","Procedures on cardiovascular system","535","55 - 64 years","Number","16328"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0800","Procedures on cardiovascular system","570","65 - 74 years","Number","24586"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0800","Procedures on cardiovascular system","600","75 - 84 years","Number","18756"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0800","Procedures on cardiovascular system","630","85 years and over","Number","4243"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0800","Procedures on cardiovascular system","-","All ages","Number","82620"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0801","Pacemaker procedures","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0801","Pacemaker procedures","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0801","Pacemaker procedures","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0801","Pacemaker procedures","465","35 - 44 years","Number","55"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0801","Pacemaker procedures","500","45 - 54 years","Number","88"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0801","Pacemaker procedures","535","55 - 64 years","Number","253"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0801","Pacemaker procedures","570","65 - 74 years","Number","690"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0801","Pacemaker procedures","600","75 - 84 years","Number","1733"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0801","Pacemaker procedures","630","85 years and over","Number","943"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0801","Pacemaker procedures","-","All ages","Number","3801"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0802","Heart transplantation","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0802","Heart transplantation","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0802","Heart transplantation","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0802","Heart transplantation","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0802","Heart transplantation","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0802","Heart transplantation","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0802","Heart transplantation","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0802","Heart transplantation","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0802","Heart transplantation","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0802","Heart transplantation","-","All ages","Number","335"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0803","Cardiac catheterisation","215","0 - 14 years","Number","109"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0803","Cardiac catheterisation","310","15 - 24 years","Number","83"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0803","Cardiac catheterisation","415","25 - 34 years","Number","210"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0803","Cardiac catheterisation","465","35 - 44 years","Number","738"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0803","Cardiac catheterisation","500","45 - 54 years","Number","2055"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0803","Cardiac catheterisation","535","55 - 64 years","Number","3732"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0803","Cardiac catheterisation","570","65 - 74 years","Number","5066"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0803","Cardiac catheterisation","600","75 - 84 years","Number","3897"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0803","Cardiac catheterisation","630","85 years and over","Number","812"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0803","Cardiac catheterisation","-","All ages","Number","16700"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0804","Transluminal coronary angioplasty / PTCAs","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0804","Transluminal coronary angioplasty / PTCAs","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0804","Transluminal coronary angioplasty / PTCAs","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0804","Transluminal coronary angioplasty / PTCAs","465","35 - 44 years","Number","448"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0804","Transluminal coronary angioplasty / PTCAs","500","45 - 54 years","Number","1607"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0804","Transluminal coronary angioplasty / PTCAs","535","55 - 64 years","Number","2937"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0804","Transluminal coronary angioplasty / PTCAs","570","65 - 74 years","Number","2997"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0804","Transluminal coronary angioplasty / PTCAs","600","75 - 84 years","Number","2191"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0804","Transluminal coronary angioplasty / PTCAs","630","85 years and over","Number","490"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0804","Transluminal coronary angioplasty / PTCAs","-","All ages","Number","10702"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0805","Coronary artery bypass graft","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0805","Coronary artery bypass graft","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0805","Coronary artery bypass graft","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0805","Coronary artery bypass graft","465","35 - 44 years","Number","142"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0805","Coronary artery bypass graft","500","45 - 54 years","Number","718"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0805","Coronary artery bypass graft","535","55 - 64 years","Number","2037"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0805","Coronary artery bypass graft","570","65 - 74 years","Number","3747"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0805","Coronary artery bypass graft","600","75 - 84 years","Number","1466"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0805","Coronary artery bypass graft","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0805","Coronary artery bypass graft","-","All ages","Number","8163"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0806","Carotid endarterectomy","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0806","Carotid endarterectomy","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0806","Carotid endarterectomy","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0806","Carotid endarterectomy","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0806","Carotid endarterectomy","500","45 - 54 years","Number","123"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0806","Carotid endarterectomy","535","55 - 64 years","Number","332"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0806","Carotid endarterectomy","570","65 - 74 years","Number","742"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0806","Carotid endarterectomy","600","75 - 84 years","Number","569"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0806","Carotid endarterectomy","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0806","Carotid endarterectomy","-","All ages","Number","1789"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0807","Femoropopliteal bypass","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0807","Femoropopliteal bypass","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0807","Femoropopliteal bypass","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0807","Femoropopliteal bypass","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0807","Femoropopliteal bypass","500","45 - 54 years","Number","81"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0807","Femoropopliteal bypass","535","55 - 64 years","Number","150"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0807","Femoropopliteal bypass","570","65 - 74 years","Number","384"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0807","Femoropopliteal bypass","600","75 - 84 years","Number","632"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0807","Femoropopliteal bypass","630","85 years and over","Number","48"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0807","Femoropopliteal bypass","-","All ages","Number","1310"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0808","Infrarenal aortic aneurysm repair","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0808","Infrarenal aortic aneurysm repair","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0808","Infrarenal aortic aneurysm repair","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0808","Infrarenal aortic aneurysm repair","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0808","Infrarenal aortic aneurysm repair","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0808","Infrarenal aortic aneurysm repair","535","55 - 64 years","Number","132"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0808","Infrarenal aortic aneurysm repair","570","65 - 74 years","Number","557"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0808","Infrarenal aortic aneurysm repair","600","75 - 84 years","Number","370"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0808","Infrarenal aortic aneurysm repair","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0808","Infrarenal aortic aneurysm repair","-","All ages","Number","1120"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0809","Therapeutic venesection","215","0 - 14 years","Number","0"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0809","Therapeutic venesection","310","15 - 24 years","Number","0"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0809","Therapeutic venesection","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0809","Therapeutic venesection","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0809","Therapeutic venesection","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0809","Therapeutic venesection","535","55 - 64 years","Number","64"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0809","Therapeutic venesection","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0809","Therapeutic venesection","600","75 - 84 years","Number","57"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0809","Therapeutic venesection","630","85 years and over","Number","0"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0809","Therapeutic venesection","-","All ages","Number","165"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0810","Ligation & stripping of varicose veins","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0810","Ligation & stripping of varicose veins","310","15 - 24 years","Number","0"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0810","Ligation & stripping of varicose veins","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0810","Ligation & stripping of varicose veins","465","35 - 44 years","Number","14"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0810","Ligation & stripping of varicose veins","500","45 - 54 years","Number","13"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0810","Ligation & stripping of varicose veins","535","55 - 64 years","Number","9"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0810","Ligation & stripping of varicose veins","570","65 - 74 years","Number","16"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0810","Ligation & stripping of varicose veins","600","75 - 84 years","Number","6"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0810","Ligation & stripping of varicose veins","630","85 years and over","Number","0"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0810","Ligation & stripping of varicose veins","-","All ages","Number","61"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0900","Procedures on blood & blood-forming organs","215","0 - 14 years","Number","702"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0900","Procedures on blood & blood-forming organs","310","15 - 24 years","Number","587"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0900","Procedures on blood & blood-forming organs","415","25 - 34 years","Number","819"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0900","Procedures on blood & blood-forming organs","465","35 - 44 years","Number","1008"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0900","Procedures on blood & blood-forming organs","500","45 - 54 years","Number","1954"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0900","Procedures on blood & blood-forming organs","535","55 - 64 years","Number","2820"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0900","Procedures on blood & blood-forming organs","570","65 - 74 years","Number","3883"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0900","Procedures on blood & blood-forming organs","600","75 - 84 years","Number","2496"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0900","Procedures on blood & blood-forming organs","630","85 years and over","Number","595"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0900","Procedures on blood & blood-forming organs","-","All ages","Number","14862"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0901","Bone marrow / stem cell transplantation","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0901","Bone marrow / stem cell transplantation","310","15 - 24 years","Number","191"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0901","Bone marrow / stem cell transplantation","415","25 - 34 years","Number","360"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0901","Bone marrow / stem cell transplantation","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0901","Bone marrow / stem cell transplantation","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0901","Bone marrow / stem cell transplantation","535","55 - 64 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0901","Bone marrow / stem cell transplantation","570","65 - 74 years","Number","358"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0901","Bone marrow / stem cell transplantation","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0901","Bone marrow / stem cell transplantation","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","0901","Bone marrow / stem cell transplantation","-","All ages","Number",""
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1000","Procedures on digestive system","215","0 - 14 years","Number","9547"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1000","Procedures on digestive system","310","15 - 24 years","Number","5452"
"DHA102C01","Inpatient Bed Days","2021","2021","1","Male","1000","Procedures on digestive system","415","25 - 34 years","Number","6695"
