"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C02857V03435","Type of Procedure","C02076V02508","Age Group","UNIT","VALUE"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0801","Pacemaker procedures","535","55 - 64 years","Number","683"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0801","Pacemaker procedures","570","65 - 74 years","Number","1247"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0801","Pacemaker procedures","600","75 - 84 years","Number","2918"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0801","Pacemaker procedures","630","85 years and over","Number","2103"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0801","Pacemaker procedures","-","All ages","Number","7462"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0802","Heart transplantation","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0802","Heart transplantation","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0802","Heart transplantation","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0802","Heart transplantation","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0802","Heart transplantation","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0802","Heart transplantation","535","55 - 64 years","Number","826"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0802","Heart transplantation","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0802","Heart transplantation","600","75 - 84 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0802","Heart transplantation","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0802","Heart transplantation","-","All ages","Number","1364"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0803","Cardiac catheterisation","215","0 - 14 years","Number","297"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0803","Cardiac catheterisation","310","15 - 24 years","Number","51"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0803","Cardiac catheterisation","415","25 - 34 years","Number","520"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0803","Cardiac catheterisation","465","35 - 44 years","Number","1017"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0803","Cardiac catheterisation","500","45 - 54 years","Number","3032"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0803","Cardiac catheterisation","535","55 - 64 years","Number","6047"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0803","Cardiac catheterisation","570","65 - 74 years","Number","8226"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0803","Cardiac catheterisation","600","75 - 84 years","Number","5564"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0803","Cardiac catheterisation","630","85 years and over","Number","1414"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0803","Cardiac catheterisation","-","All ages","Number","26168"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0804","Transluminal coronary angioplasty / PTCAs","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0804","Transluminal coronary angioplasty / PTCAs","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0804","Transluminal coronary angioplasty / PTCAs","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0804","Transluminal coronary angioplasty / PTCAs","465","35 - 44 years","Number","523"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0804","Transluminal coronary angioplasty / PTCAs","500","45 - 54 years","Number","2465"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0804","Transluminal coronary angioplasty / PTCAs","535","55 - 64 years","Number","4442"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0804","Transluminal coronary angioplasty / PTCAs","570","65 - 74 years","Number","5385"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0804","Transluminal coronary angioplasty / PTCAs","600","75 - 84 years","Number","4181"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0804","Transluminal coronary angioplasty / PTCAs","630","85 years and over","Number","947"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0804","Transluminal coronary angioplasty / PTCAs","-","All ages","Number","18023"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0805","Coronary artery bypass graft","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0805","Coronary artery bypass graft","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0805","Coronary artery bypass graft","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0805","Coronary artery bypass graft","465","35 - 44 years","Number","179"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0805","Coronary artery bypass graft","500","45 - 54 years","Number","1197"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0805","Coronary artery bypass graft","535","55 - 64 years","Number","3855"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0805","Coronary artery bypass graft","570","65 - 74 years","Number","6146"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0805","Coronary artery bypass graft","600","75 - 84 years","Number","2448"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0805","Coronary artery bypass graft","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0805","Coronary artery bypass graft","-","All ages","Number","13918"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0806","Carotid endarterectomy","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0806","Carotid endarterectomy","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0806","Carotid endarterectomy","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0806","Carotid endarterectomy","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0806","Carotid endarterectomy","500","45 - 54 years","Number","229"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0806","Carotid endarterectomy","535","55 - 64 years","Number","689"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0806","Carotid endarterectomy","570","65 - 74 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0806","Carotid endarterectomy","600","75 - 84 years","Number","820"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0806","Carotid endarterectomy","630","85 years and over","Number","260"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0806","Carotid endarterectomy","-","All ages","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0807","Femoropopliteal bypass","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0807","Femoropopliteal bypass","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0807","Femoropopliteal bypass","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0807","Femoropopliteal bypass","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0807","Femoropopliteal bypass","500","45 - 54 years","Number","214"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0807","Femoropopliteal bypass","535","55 - 64 years","Number","243"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0807","Femoropopliteal bypass","570","65 - 74 years","Number","887"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0807","Femoropopliteal bypass","600","75 - 84 years","Number","319"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0807","Femoropopliteal bypass","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0807","Femoropopliteal bypass","-","All ages","Number","1780"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0808","Infrarenal aortic aneurysm repair","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0808","Infrarenal aortic aneurysm repair","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0808","Infrarenal aortic aneurysm repair","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0808","Infrarenal aortic aneurysm repair","465","35 - 44 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0808","Infrarenal aortic aneurysm repair","500","45 - 54 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0808","Infrarenal aortic aneurysm repair","535","55 - 64 years","Number","372"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0808","Infrarenal aortic aneurysm repair","570","65 - 74 years","Number","1145"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0808","Infrarenal aortic aneurysm repair","600","75 - 84 years","Number","1089"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0808","Infrarenal aortic aneurysm repair","630","85 years and over","Number","132"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0808","Infrarenal aortic aneurysm repair","-","All ages","Number","2842"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0809","Therapeutic venesection","215","0 - 14 years","Number","0"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0809","Therapeutic venesection","310","15 - 24 years","Number","0"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0809","Therapeutic venesection","415","25 - 34 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0809","Therapeutic venesection","465","35 - 44 years","Number","13"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0809","Therapeutic venesection","500","45 - 54 years","Number","16"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0809","Therapeutic venesection","535","55 - 64 years","Number","71"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0809","Therapeutic venesection","570","65 - 74 years","Number","169"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0809","Therapeutic venesection","600","75 - 84 years","Number","79"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0809","Therapeutic venesection","630","85 years and over","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0809","Therapeutic venesection","-","All ages","Number","366"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0810","Ligation & stripping of varicose veins","215","0 - 14 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0810","Ligation & stripping of varicose veins","310","15 - 24 years","Number",""
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0810","Ligation & stripping of varicose veins","415","25 - 34 years","Number","16"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0810","Ligation & stripping of varicose veins","465","35 - 44 years","Number","43"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0810","Ligation & stripping of varicose veins","500","45 - 54 years","Number","74"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0810","Ligation & stripping of varicose veins","535","55 - 64 years","Number","74"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0810","Ligation & stripping of varicose veins","570","65 - 74 years","Number","71"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0810","Ligation & stripping of varicose veins","600","75 - 84 years","Number","25"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0810","Ligation & stripping of varicose veins","630","85 years and over","Number","0"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0810","Ligation & stripping of varicose veins","-","All ages","Number","304"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0900","Procedures on blood & blood-forming organs","215","0 - 14 years","Number","1141"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0900","Procedures on blood & blood-forming organs","310","15 - 24 years","Number","1262"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0900","Procedures on blood & blood-forming organs","415","25 - 34 years","Number","1364"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0900","Procedures on blood & blood-forming organs","465","35 - 44 years","Number","2928"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0900","Procedures on blood & blood-forming organs","500","45 - 54 years","Number","3710"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0900","Procedures on blood & blood-forming organs","535","55 - 64 years","Number","5758"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0900","Procedures on blood & blood-forming organs","570","65 - 74 years","Number","5721"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0900","Procedures on blood & blood-forming organs","600","75 - 84 years","Number","4538"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0900","Procedures on blood & blood-forming organs","630","85 years and over","Number","1096"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0900","Procedures on blood & blood-forming organs","-","All ages","Number","27518"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0901","Bone marrow / stem cell transplantation","215","0 - 14 years","Number","678"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0901","Bone marrow / stem cell transplantation","310","15 - 24 years","Number","748"
"DHA102C01","Inpatient Bed Days","2017","2017","-","Both sexes","0901","Bone marrow / stem cell transplantation","415","25 - 34 years","Number","306"
